,tBodyAccX_mean,tBodyAccX_std,tBodyAccY_mean,tBodyAccY_std,tBodyAccZ_mean,tBodyAccZ_std,activity
0,0.9780800593914449,0.20651046987913518,-0.30833745849217586,0.1503307355821108,-0.07528663658250495,0.16051908542006604,WALKING_UPSTAIRS
1,0.9794088556082678,0.20670632034864025,-0.3022366316857488,0.17108432756337302,-0.07357921529531847,0.15694241490304237,WALKING_UPSTAIRS
2,0.9845524126648099,0.20594033484829966,-0.30773494715310384,0.18677463615880832,-0.06046918609791066,0.17076220044106508,WALKING_UPSTAIRS
3,0.976376877722819,0.21582795339016536,-0.2946969376519647,0.16721796324668575,-0.03678985767433669,0.17907755097398498,WALKING_UPSTAIRS
4,0.9579003039857816,0.19188188237615955,-0.2902145957909221,0.15658299401973125,-0.00780000867600189,0.17071401781435364,WALKING_UPSTAIRS
5,0.9686024064339555,0.1926559971101097,-0.3063238438782838,0.15930054295012527,-0.02974529020893341,0.17961404757586197,WALKING_UPSTAIRS
6,0.9795349158054811,0.2136747014032406,-0.3146317916750261,0.14435916927805953,-0.05617012334705478,0.17938559556763145,WALKING_UPSTAIRS
7,0.972219187111387,0.22862619791235897,-0.3266413857861036,0.14818679916835614,-0.058721407934288164,0.17353274860460502,WALKING_UPSTAIRS
8,0.966832751855611,0.22185865323656034,-0.3323579275513129,0.15194686052579193,-0.05734309192013621,0.16547850762840946,WALKING_UPSTAIRS
9,0.9748206827914769,0.2086692402278537,-0.3377662898144021,0.177688869055145,-0.060026626805138976,0.1608618343753199,WALKING_UPSTAIRS
10,0.9825237622293659,0.20740498159385237,-0.3386238407863995,0.1739438993221829,-0.06921516730188765,0.15828404300938353,WALKING_UPSTAIRS
11,0.9828321540178278,0.1855270561972756,-0.34054081123712887,0.1504853314907256,-0.05987250545401854,0.15935494876358788,WALKING_UPSTAIRS
12,0.9794756937796592,0.18781364408653625,-0.3327150863541968,0.16990259625402607,-0.053976886738017475,0.16963140378113517,WALKING_UPSTAIRS
13,0.9714843968526334,0.19593873112366503,-0.3353761448391986,0.15513697872773824,-0.06842761243817727,0.17115156621875444,WALKING_UPSTAIRS
14,0.965538718266866,0.18310140306941558,-0.3491905365428834,0.13146941723110625,-0.07419653938485805,0.1654646153614231,WALKING_UPSTAIRS
15,0.9658834435152581,0.17630887307989332,-0.34431090757404065,0.1357502924645203,-0.06414394558759273,0.17508913028897272,WALKING_UPSTAIRS
16,0.968910573640485,0.19717896814733768,-0.3281891199979653,0.15243869402814605,-0.0647095144963021,0.17398537887740748,WALKING_UPSTAIRS
17,0.9723201098625668,0.21029917898656572,-0.3270574805400769,0.1795638900112748,-0.06456316174591313,0.1642351349849238,WALKING_UPSTAIRS
18,0.9857521494196899,0.1952218388912619,-0.3420959771287331,0.19945571708008875,-0.057836009137407884,0.16666083410708854,WALKING_UPSTAIRS
19,0.9897994146073876,0.18110451955068624,-0.33037742625286026,0.19155428247269504,-0.06255886348737845,0.18246079713178795,WALKING_UPSTAIRS
20,0.971517219813276,0.17959307386370477,-0.32235737489146277,0.1720924583883457,-0.06029455661060887,0.17141784647901165,WALKING_UPSTAIRS
21,0.9591903900674786,0.1709026910764606,-0.3139069117218063,0.17278651880774207,-0.038339566087392585,0.16589945208529489,WALKING_UPSTAIRS
22,0.9622580560492019,0.198561003724551,-0.3105202674620063,0.16613784850474214,-0.03578299178436942,0.18237080226912195,WALKING_UPSTAIRS
23,0.9619989126178992,0.2072638518481633,-0.3290946534483318,0.14582440674713032,-0.051713947937658704,0.17297194569082722,WALKING_UPSTAIRS
24,0.9624953724699359,0.212726640477709,-0.3459053024727935,0.14213871953319063,-0.06137754133976684,0.16589608609134107,WALKING_UPSTAIRS
25,0.9559185595506245,0.21517253831822794,-0.35506871038192866,0.15165139455618218,-0.09728022700879302,0.1719087480281135,WALKING_UPSTAIRS
26,0.9500801016752476,0.20763706799026616,-0.35063950382685644,0.17120347338884032,-0.1274456606434149,0.16937605508365838,WALKING_UPSTAIRS
27,0.9566305344989721,0.21678779787877386,-0.3763861885135073,0.17994922465880514,-0.1258827554650207,0.1706203416603628,WALKING_UPSTAIRS
28,0.9625697632981374,0.21955470806126828,-0.3706371452046128,0.17571309369188232,-0.10450331388949807,0.16462859866027707,WALKING_UPSTAIRS
29,0.9555083460118591,0.23520712693817963,-0.3504267116893315,0.1765439895259204,-0.09602010086494234,0.16064003351502096,WALKING_UPSTAIRS
30,0.9509106099504093,0.22494793875009744,-0.3666799082866916,0.19469593708968555,-0.09911923777714607,0.17390281643053326,WALKING_UPSTAIRS
31,0.9545669750140843,0.20479207521105167,-0.36925965022775153,0.19635110733877417,-0.09825001234166014,0.17838014176745698,WALKING_UPSTAIRS
32,0.9518221363544571,0.20281736247809568,-0.37536586553119256,0.17383549012809874,-0.11374319419723922,0.17653256609653367,WALKING_UPSTAIRS
33,0.949707027365642,0.21114139077297048,-0.39314144939621015,0.15677343241705777,-0.11736526649832821,0.18262421744312088,WALKING_UPSTAIRS
34,0.9595185934296089,0.23499945925512503,-0.3959239861545526,0.16623289102301056,-0.11256822483084603,0.1873411262413154,WALKING_UPSTAIRS
35,0.9594037477196848,0.22997321273544746,-0.37987312414859675,0.17453299196393335,-0.09996067923104705,0.17424696770473513,WALKING_UPSTAIRS
36,0.9378221436083474,0.1948688939308281,-0.36222119783782336,0.19123869138263186,-0.08728436793953459,0.1572923590881626,WALKING_UPSTAIRS
37,0.9566532370859253,0.23198764460078453,-0.37530256993397915,0.2098178642421838,-0.08917278919013374,0.17111996613317274,WALKING_UPSTAIRS
38,0.9521147230785194,0.23304910979315088,-0.3789454175994613,0.19236093858236183,-0.07721603754180749,0.1744117845548272,WALKING_UPSTAIRS
39,0.9397124812943625,0.2080659197734563,-0.35972215829698684,0.18700428939590788,-0.06653034713069678,0.173273409923152,WALKING_UPSTAIRS
40,0.9536482324817781,0.22989771146669497,-0.3710738176197993,0.17725675006879948,-0.08534326873906153,0.18666509268014678,WALKING_UPSTAIRS
41,0.9540565998686569,0.23817962362396627,-0.3818536639957387,0.16702227090504435,-0.10188319259967865,0.18930519409966196,WALKING_UPSTAIRS
42,0.9484791117532512,0.22080489465166914,-0.38223245621543,0.16778910400114727,-0.10006405853661801,0.1792017635917276,WALKING_UPSTAIRS
43,0.9461533173826455,0.2028353091899769,-0.3821231939571942,0.16248926447909517,-0.08530104811505933,0.16813390006602338,WALKING_UPSTAIRS
44,0.9528360286065651,0.20196434195787466,-0.3784790031291354,0.1633922647361197,-0.07860404732137974,0.17542859686316667,WALKING_UPSTAIRS
45,0.9511035819823297,0.21079500324390538,-0.36813107660507427,0.19410691562497004,-0.07593295787788737,0.17839677141314264,WALKING_UPSTAIRS
46,0.9533801337980516,0.21934869029095364,-0.36174455571911435,0.19277226494014474,-0.08119745984802693,0.1742906421844523,WALKING_UPSTAIRS
47,0.9476236055539338,0.2166127551532191,-0.35994962124764435,0.16237188588492468,-0.08281089842829571,0.17231567113762863,WALKING_UPSTAIRS
48,0.939242453041969,0.19090802045682384,-0.3653660886267731,0.1809560179469438,-0.06870796316539045,0.16890561467651347,WALKING_UPSTAIRS
49,0.9458308871496479,0.20488822810078042,-0.3698473942892158,0.18392270190991855,-0.08245591523882634,0.17251073058685013,WALKING_UPSTAIRS
50,0.9527243951709573,0.22798998506159407,-0.3724180116412915,0.16934332727694554,-0.09765088357413221,0.1750065081676703,WALKING_UPSTAIRS
51,0.9617168287255959,0.21259245682788505,-0.3860285133349901,0.15654016469425178,-0.0929432817991862,0.18518439424257535,WALKING_UPSTAIRS
52,0.9561219811842334,0.19912784288762145,-0.39263977485046736,0.14363866258728164,-0.12011469340394539,0.1593896121506537,WALKING_UPSTAIRS
53,0.9453560559594852,0.1851054877901804,-0.3929866769221624,0.14759403276141922,-0.15517349191425087,0.10258546957470284,WALKING_UPSTAIRS
54,0.9604269045193726,0.1822327006798219,-0.3903613226375735,0.14392564961704093,-0.1563767485228227,0.09352038181358716,WALKING_UPSTAIRS
55,0.9857436055010864,0.173559935533879,-0.37169672347330673,0.1328321109907625,-0.13819784416164319,0.08498134642056758,WALKING_UPSTAIRS
56,0.9758777985285578,0.18989720102620916,-0.3578030565357896,0.14675072298081407,-0.1336410910899592,0.09449517494961487,WALKING_UPSTAIRS
57,0.9458718868655148,0.19177297733449583,-0.3502206981921265,0.1488943881727979,-0.14717358168978686,0.10423051003755963,WALKING_UPSTAIRS
58,0.9537695795499612,0.1976200456126258,-0.36055944616031055,0.14256112086862102,-0.13873983871996323,0.09725321101200815,WALKING_UPSTAIRS
59,0.9823436502903492,0.19850364011335073,-0.37698117741127923,0.1479932576823033,-0.13753581954728178,0.09633356352959552,WALKING_UPSTAIRS
60,0.9795639475367164,0.19332752217436389,-0.35340657090459726,0.14130312418699145,-0.1315807661074729,0.1137887661389044,WALKING_UPSTAIRS
61,0.9574680122171548,0.2033166301332023,-0.34271497131548234,0.14454420149614908,-0.1515639583384812,0.12042936123442473,WALKING_UPSTAIRS
62,0.9608866586861861,0.2068102880044236,-0.3748388654118643,0.19148730237821926,-0.16266390305664058,0.11273843414718702,WALKING_UPSTAIRS
63,0.956596857461965,0.19421807550522371,-0.38072406816791704,0.2078057174249273,-0.13020130142632774,0.11402410990895372,WALKING_UPSTAIRS
64,0.9562082477300363,0.221533323343422,-0.3491833440333559,0.1798419529652454,-0.1284373735549617,0.11634800134907873,WALKING_UPSTAIRS
65,0.9736614066221776,0.27102152262838264,-0.3467639815383487,0.17793853638508994,-0.1307859678824968,0.11046324317224758,WALKING_UPSTAIRS
66,0.9825604344911981,0.2709867311133433,-0.37030464487622594,0.19393237886671413,-0.1260896719521728,0.10359309176921609,WALKING_UPSTAIRS
67,0.9723472119585127,0.24785236894218135,-0.39197825822407806,0.18355525981434134,-0.1527120809916624,0.11578437640008978,WALKING_UPSTAIRS
68,0.9610770158842212,0.24887338754606037,-0.38551580578740025,0.17378308026588077,-0.16824806366226286,0.11641209486355654,WALKING_UPSTAIRS
69,0.9503730106229742,0.25016140939851544,-0.37863188755386046,0.17337857428345607,-0.1605852363956846,0.11902920802805621,WALKING_UPSTAIRS
70,0.9226996476734668,0.2304050465144238,-0.38967199746656395,0.1733212080055645,-0.15742793542003974,0.1231621416047132,WALKING_UPSTAIRS
71,0.9314358198786128,0.20886888822722438,-0.38837496096385105,0.1817104793642758,-0.13453423295563877,0.11947181965924579,WALKING_UPSTAIRS
72,0.9620800087550183,0.2259759039880306,-0.38574501661271826,0.18924374086103188,-0.1268279250559079,0.11753709149997336,WALKING_UPSTAIRS
73,0.9702127906016197,0.24944031425864893,-0.39273546730287423,0.18821157470574104,-0.13052409248563618,0.1119791276575439,WALKING_UPSTAIRS
74,0.9730417836289815,0.24120647631089684,-0.352923462650213,0.18205792304191817,-0.10559296689259179,0.10366298111434058,WALKING_UPSTAIRS
75,0.9554294472402927,0.24701250539418726,-0.3263468546668008,0.17248031419251933,-0.10421980832376457,0.1255822247259348,WALKING_UPSTAIRS
76,0.9435917733208422,0.25396083496875016,-0.36822084073621847,0.1793997157107664,-0.14152919069808656,0.1276376778167822,WALKING_UPSTAIRS
77,0.9611509254943105,0.24882248328301634,-0.3940187152043212,0.17145381885829938,-0.15392946561469387,0.11315824456585886,WALKING_UPSTAIRS
78,0.9774601776906888,0.2767989471908201,-0.4050331463329062,0.19077435420357522,-0.14658451211602117,0.11732967588247145,WALKING_UPSTAIRS
79,0.9630717447464903,0.2918215970365482,-0.3989813056335307,0.20036113115952914,-0.14639181440963522,0.10891261561815813,WALKING_UPSTAIRS
80,0.9444895845863501,0.2573347744824843,-0.37054096090100946,0.19124574799551777,-0.1592809774849596,0.1007713388098441,WALKING_UPSTAIRS
81,0.9430441066698911,0.2470992911677145,-0.3759588412745007,0.18646001917174596,-0.15184452918630226,0.12589874915401528,WALKING_UPSTAIRS
82,0.9506184643405342,0.23601702413403244,-0.4240285108532639,0.19410484449992232,-0.14964058135350905,0.12557747511074766,WALKING_UPSTAIRS
83,0.9620112463838755,0.23460493927836457,-0.418707386711901,0.20895173442448825,-0.14958581096564078,0.1084369277618868,WALKING_UPSTAIRS
84,0.9387751155865315,0.2642274900469325,-0.38185698656238914,0.19747050672311098,-0.14686111785720934,0.12228228616342725,WALKING_UPSTAIRS
85,0.9415359614512373,0.2907473432068077,-0.37659626101131904,0.21670956294558497,-0.15909385006408833,0.12350103104346201,WALKING_UPSTAIRS
86,0.9600402049337361,0.2559088239579085,-0.3706828070019253,0.19540803703553922,-0.17012464268887867,0.1182969900688588,WALKING_UPSTAIRS
87,0.9551481089849527,0.22243754647973232,-0.355673230805983,0.14041866189362268,-0.1806121695813366,0.1138497829426073,WALKING_UPSTAIRS
88,0.9583993510454528,0.2218615920362201,-0.34975459791190755,0.1482703463171714,-0.18027924764835543,0.10039522106865141,WALKING_UPSTAIRS
89,0.9680586709936114,0.23271520418737673,-0.3339851654370549,0.17345968451770707,-0.18616176564632958,0.10094742957354359,WALKING_UPSTAIRS
90,0.9584310045933286,0.2448502335302,-0.350912476939616,0.1716578918244413,-0.20101842416124097,0.11522927835598065,WALKING_UPSTAIRS
91,0.9507982462987284,0.22069803018217465,-0.369664008745971,0.17023842412741727,-0.2002402084819857,0.09771248070987279,WALKING_UPSTAIRS
92,0.9693769747148979,0.22680740244191006,-0.349603922682309,0.17602399399548366,-0.17417231942603506,0.09051158370397962,WALKING_UPSTAIRS
93,0.9660587211819258,0.2271877636890752,-0.35020879471770083,0.15349794397145147,-0.17405832602775922,0.10844381402955584,WALKING_UPSTAIRS
94,0.963559023002744,0.21634928410266957,-0.35218177205914847,0.14874940580812246,-0.201297249180812,0.11041851519447803,WALKING_UPSTAIRS
95,0.9624434773065194,0.2177412044073572,-0.36641370678662105,0.14948571050396173,-0.20743013053866027,0.12377933221095873,WALKING_UPSTAIRS
96,0.9642633333595433,0.23344638132316234,-0.39144316983701155,0.16302413754121323,-0.2044194487091323,0.1306929306574141,WALKING_UPSTAIRS
97,0.9716950965468953,0.2251032703521274,-0.3790407987058778,0.17982635022316504,-0.18467816983804294,0.11406809789229315,WALKING_UPSTAIRS
98,0.9633734421798196,0.19958719060158578,-0.3590752055637068,0.1808030960476544,-0.18829423463190165,0.11555278294883937,WALKING_UPSTAIRS
99,0.9391383594252491,0.20256817059593915,-0.38013004718403265,0.18102406050029982,-0.19764888255729116,0.11990441276546521,WALKING_UPSTAIRS
100,0.9365722507550818,0.2150852267161892,-0.38925628997887846,0.1738522640360693,-0.17356858118417645,0.11852064346083703,WALKING_UPSTAIRS
101,0.9418548077571887,0.22345895062328222,-0.37855771211576983,0.17646848566063109,-0.18137031555637315,0.13293042929094484,WALKING_UPSTAIRS
102,0.9295653670363919,0.21716928905819022,-0.378807646769415,0.16892765322516337,-0.2130314646889987,0.13054570132133272,WALKING_UPSTAIRS
103,0.9446965225302618,0.20750516550453463,-0.38538905723815853,0.1685821068980034,-0.2182792943301276,0.11020692421414488,WALKING_UPSTAIRS
104,0.9558185556295382,0.19031580921972385,-0.3813417646677608,0.17023323411287092,-0.2071021419836469,0.1069361313087508,WALKING_UPSTAIRS
105,0.9503068196200973,0.19150659163887848,-0.3762673680803126,0.16695697781296273,-0.20895236703700562,0.10278440264612153,WALKING_UPSTAIRS
